Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
 12    Aql,4.02,285.42,-5.738889,  K1III             ,0.021,155.312381,Aql
 38Zet Sgr,2.6,285.652917,-29.880278,  A2III+A4IV        ,0.025,130.4624,Sgr
 39Omi Sgr,3.77,286.170833,-21.741667,  G9IIIb            ,0.044,74.12636364,Sgr
   Gam CrA,4.93,286.604583,-37.063333,  F8V               ,0.054,60.39925926,CrA
   Gam CrA,4.99,286.604583,-37.063333,  F8V               ,0.054,60.39925926,CrA
 40Tau Sgr,3.32,286.735,-27.670556,  K1+IIIb           ,0.044,74.12636364,Sgr
 17Zet Aql,2.99,286.3525,13.863333,  A0Vn              ,0.045,72.47911111,Aql
 16Lam Aql,3.44,286.562083,-4.8825,  B9Vn              ,0.032,101.92375,Aql
   Del CrA,4.59,287.087083,-40.496667,  K1III             ,0.016,203.8475,CrA
   Alp CrA,4.11,287.367917,-37.904444,  A2V               ,0.036,90.59888889,CrA
   Bet CrA,4.11,287.507083,-39.340833,  K0II              ,0.016,203.8475,CrA
 41Pi  Sgr,2.89,287.440833,-21.023611,  F2II              ,0.026,125.4446154,Sgr
 42Psi Sgr,4.85,288.885,-25.256667,  G8:III+A8V        ,0.005,652.312,Sgr
 20Eta Lyr,4.39,288.439583,39.146111,  B2.5IV            ,0.002,1630.78,Lyr
 43    Sgr,4.96,289.40875,-18.953056,  G8II-III          ,0.006,543.5933333,Sgr
  1    Vul,4.77,289.054167,21.390278,  B4IV              ,0.017,191.8564706,Vul
 54    Dra,4.99,288.48,57.705,  K2III             ,0.025,130.4624,Dra
 57Del Dra,3.07,288.13875,67.661667,  G9III             ,0.032,101.92375,Dra
 21The Lyr,4.36,289.092083,38.133611,  K0+II             ,0.013,250.8892308,Lyr
  1Kap Cyg,3.77,289.275833,53.368611,  G9III             ,0.024,135.8983333,Cyg
   Bet1Sgr,4.01,290.659583,-44.458889,  B9V               ,,,Bet1Sgr
 44Rho1Sgr,3.93,290.418333,-17.847222,  F0IV-V            ,0.042,77.65619048,44Rho1Sgr
 46Ups Sgr,4.61,290.431667,-15.955,  B2Vpe+A2IaShell   ,,,Sgr
   Bet2Sgr,4.29,290.805,-44.799722,  F2III             ,0.03,108.7186667,Bet2Sgr
   Alp Sgr,3.97,290.971667,-40.616111,  B8V               ,,,Sgr
 60Tau Dra,4.45,288.8875,73.355556,  K2+IIIbCN1Fe1     ,0.015,217.4373333,Dra
 58Pi  Dra,4.59,290.167083,65.714722,  A2III s           ,0.02,163.078,Dra
  2    Cyg,4.97,291.031667,29.621389,  B3IV              ,,,Cyg
 30Del Aql,3.36,291.374583,3.114722,  F3IV              ,0.072,45.29944444,Aql
 32Nu  Aql,4.66,291.629583,0.338611,  F2Ib              ,-0.008,,Aql
  6Alp Vul,4.44,292.17625,24.665,  M0III             ,0.014,232.9685714,Vul
  6Bet1Cyg,3.08,292.680417,27.959722,  K3II+B9.5V        ,0.017,191.8564706,6Bet1Cyg
 10Iot2Cyg,3.79,292.42625,51.729722,  A5Vn              ,0.005,652.312,10Iot2Cyg
   Iot Tel,4.9,293.804167,-48.099167,  K0III             ,0.002,1630.78,Tel
  8    Cyg,4.74,292.942917,34.453056,  B3IV              ,,,Cyg
 38Mu  Aql,4.45,293.5225,7.378889,  K3-IIIbCN0.5      ,0.045,72.47911111,Aql
  9    Vul,5,293.645417,19.773333,  B8IIIn            ,,,Vul
 52    Sgr,4.6,294.176667,-24.883611,  B9                ,0.002,1630.78,Sgr
 39Kap Aql,4.95,294.222917,-7.0275,  B0.5III           ,,,Aql
 41Iot Aql,4.36,294.180417,-1.286389,  B5III             ,0.004,815.39,Aql
 61Sig Dra,4.68,293.09,69.661111,  K0V               ,0.177,18.42689266,Dra
 13The Cyg,4.48,294.110417,50.221111,  F4V               ,0.056,58.24214286,Cyg
 12Phi Cyg,4.69,294.844167,30.153333,  G8III-IV          ,0.007,465.9371429,Cyg
  5Alp Sge,4.37,295.024167,18.013889,  G1II              ,0,,Sge
  6Bet Sge,4.37,295.262083,17.476111,  G8IIIaCN0.5       ,0.011,296.5054545,Sge
 56    Sgr,4.86,296.590417,-19.761111,  K1III             ,0.025,130.4624,Sgr
 15    Cyg,4.89,296.069167,37.354444,  G7+III            ,0.021,155.312381,Cyg
 50Gam Aql,2.72,296.565,10.613333,  K3II              ,0.016,203.8475,Aql
 18Del Cyg,2.87,296.24375,45.130833,  B9.5IV+F1V        ,0.03,108.7186667,Cyg
 17    Cyg,4.99,296.606667,33.727778,  F7V               ,0.049,66.56244898,Cyg
  7Del Sge,3.82,296.847083,18.534167,  M2II+A0V          ,0.001,3261.56,Sge
  8Zet Sge,5,297.244583,19.142222,  A3V               ,0.01,326.156,Sge
 53Alp Aql,0.77,297.695833,8.868333,  A7V               ,0.198,16.47252525,Aql
   Chi Cyg,4.23,297.64125,32.914167,  S6+/1e            ,0.012,271.7966667,Cyg
 12    Vul,4.95,297.767083,22.61,  B2.5Ve            ,,,Vul
 55Eta Aql,3.9,298.118333,1.005556,  F6Ib              ,0.01,326.156,Aql
   Iot Sgr,4.13,298.815417,-41.868333,  K0II-III          ,0.035,93.18742857,Sgr
 63Eps Dra,3.83,297.043333,70.267778,  G7IIIbCN-2        ,0.016,203.8475,Dra
   Eps Pav,3.96,300.147917,-72.910556,  A0V               ,0.016,203.8475,Pav
 13    Vul,4.58,298.365417,24.079722,  B9.5III           ,0.009,362.3955556,Vul
 59Xi  Aql,4.71,298.562083,8.461389,  G9+IIIb           ,0.023,141.8069565,Aql
 58Ome Sgr,4.7,298.96,-26.299444,  G5V               ,0.062,52.60580645,Sgr
 60Bet Aql,3.71,298.828333,6.406667,  G8IV              ,0.07,46.59371429,Aql
 59    Sgr,4.52,299.236667,-27.17,  K2.5IIb           ,0.014,232.9685714,Sgr
 22    Cyg,4.94,298.965417,38.486667,  B5IV              ,,,Cyg
 21Eta Cyg,3.89,299.076667,35.083333,  K0III             ,0.015,217.4373333,Cyg
 60    Sgr,4.83,299.738333,-26.195556,  G6IIIBa0.2        ,0.014,232.9685714,Sgr
 24Psi Cyg,4.92,298.9075,52.438889,  A4Vn              ,0.005,652.312,Cyg
   The1Sgr,4.37,299.934167,-35.276389,  B3IV              ,,,The1Sgr
          ,4.96,298.980833,58.846111,  K5II-III          ,0.004,815.39,
 12Gam Sge,3.47,299.689167,19.492222,  M0-III            ,0.013,250.8892308,Sge
 62    Sgr,4.58,300.664583,-27.709722,  M4III             ,0.028,116.4842857,Sgr
          ,4.77,300.889583,-37.940833,  K5III             ,0.02,163.078,
 15    Vul,4.64,300.275417,27.753611,  A4III             ,0.03,108.7186667,Vul
          ,4.99,301.081667,-32.056389,  K1III             ,0.007,465.9371429,
   Del Pav,3.56,302.181667,-66.181944,  G6-8IV            ,0.17,19.18564706,Pav
   Xi  Tel,4.94,301.846667,-52.880833,  M1IIab            ,0.014,232.9685714,Tel
 67Rho Dra,4.51,300.704583,67.873611,  K3III             ,0.017,191.8564706,Dra
 28    Cyg,4.93,302.356667,36.839722,  B2.5Ve            ,,,Cyg
 65The Aql,3.23,302.82625,-0.821389,  B9.5III           ,0.012,271.7966667,Aql
 67Rho Aql,4.95,303.569167,15.1975,  A2V               ,0.023,141.8069565,Aql
 30    Cyg,4.83,303.325,46.815833,  A5IIIn            ,0.012,271.7966667,Cyg
 31    Cyg,3.79,303.407917,46.741389,  K2II+B3V          ,0.007,465.9371429,Cyg
 29    Cyg,4.97,303.633333,36.806389,  A2V               ,0.036,90.59888889,Cyg
          ,4.78,303.81625,25.591944,  B3Ve              ,,,
 33    Cyg,4.3,303.349583,56.567778,  A3IV-Vn           ,0.021,155.312381,Cyg
 23    Vul,4.52,303.942083,27.814167,  K3-IIIFe-1        ,0.008,407.695,Vul
  5Alp1Cap,4.24,304.412083,-12.508333,  G3Ib              ,0.006,543.5933333,5Alp1Cap
  1Kap Cep,4.39,302.222083,77.711389,  B9III             ,0.001,3261.56,Cep
 32    Cyg,3.98,303.867917,47.714444,  K3Ib+B3V          ,0.014,232.9685714,Cyg
  6Alp2Cap,3.57,304.51375,-12.544722,  G8IIIb            ,0.034,95.92823529,6Alp2Cap
 34    Cyg,4.81,304.446667,38.033056,  B2pe              ,0.004,815.39,Cyg
  8Nu  Cap,4.76,305.165833,-12.759167,  B9.5V             ,0.021,155.312381,Cap
  9Bet Cap,3.08,305.252917,-14.781389,  F8V+A0            ,0.01,326.156,Cap
   Alp Pav,1.94,306.412083,-56.735,  B2IV              ,,,Pav
 37Gam Cyg,2.2,305.557083,40.256667,  F8Ib              ,0.003,1087.186667,Cyg
 39    Cyg,4.43,305.965417,32.19,  K2.5IIIFe-0.5     ,0.014,232.9685714,Cyg
 11Rho Cap,4.78,307.215,-17.813611,  F2IV              ,0.047,69.39489362,Cap
 69    Aql,4.91,307.4125,-2.885556,  K2III             ,0.021,155.312381,Aql
 41    Cyg,4.01,307.34875,30.368611,  F5II              ,0.014,232.9685714,Cyg
 45Ome1Cyg,4.95,307.514583,48.951667,  B2.5IV            ,,,45Ome1Cyg
   Phi1Pav,4.76,308.895,-60.581667,  F1III             ,0.026,125.4446154,Phi1Pav
  2The Cep,4.22,307.395417,62.994167,  A7III             ,0.038,85.83052632,Cep
  2Eps Del,4.03,308.303333,11.303333,  B6III             ,0.025,130.4624,Del
   Rho Pav,4.88,309.397083,-61.53,  F5Del Del         ,0.003,1087.186667,Pav
 47    Cyg,4.61,308.475833,35.250833,  K2Ib+B3V          ,0.002,1630.78,Cyg
   Alp Ind,3.11,309.391667,-47.291389,  K0IIICNIII-IV     ,0.046,70.90347826,Ind
  4Zet Del,4.68,308.827083,14.674167,  A3V               ,0.015,217.4373333,Del
 70    Aql,4.89,309.181667,-2.55,  K5II              ,0.016,203.8475,Aql
  6Bet Del,3.63,309.3875,14.595278,  F5IV              ,0.028,116.4842857,Del
 71    Aql,4.32,309.584583,-1.105278,  G7.5IIIa          ,0.01,326.156,Aql
 29    Vul,4.82,309.630417,21.201111,  A0V               ,0.002,1630.78,Vul
  9Alp Del,3.77,309.909583,15.911944,  B9IV              ,0.008,407.695,Del
   Bet Pav,3.42,311.239583,-66.203056,  A7III             ,0.035,93.18742857,Pav
   Eta Ind,4.51,311.009583,-51.921111,  A7III-IV-A9       ,0.049,66.56244898,Ind
 50Alp Cyg,1.25,310.357917,45.280278,  A2Ia              ,-0.006,,Cyg
 11Del Del,4.43,310.864583,15.074444,  A7IIIpDel Del     ,0.013,250.8892308,Del
 16Psi Cap,4.14,311.52375,-25.270833,  F4V               ,0.098,33.28122449,Cap
 30    Vul,4.91,311.21875,25.270556,  K2III             ,0.006,543.5933333,Vul
 52    Cyg,4.22,311.415417,30.719722,  G9.5III           ,0.015,217.4373333,Cyg
 12Gam2Del,4.27,311.664583,16.124167,  K1IV              ,0.026,125.4446154,12Gam2Del
 53Eps Cyg,2.46,311.552917,33.970278,  K0-III            ,0.057,57.22035088,Cyg
  2Eps Aqr,3.77,311.919167,-9.495833,  A1V               ,0.021,155.312381,Aqr
  3    Aqr,4.42,311.934167,-5.027778,  M3III             ,0.008,407.695,Aqr
   Zet Ind,4.89,312.370833,-46.226944,  K5III             ,0.012,271.7966667,Ind
          ,4.51,311.337917,57.579722,  F8IV-V            ,0.046,70.90347826,
          ,4.92,311.795,34.374167,  K3III             ,0.005,652.312,
  3Eta Cep,3.43,311.3225,61.838889,  K0IV              ,0.071,45.93746479,Cep
 54Lam Cyg,4.53,311.852083,36.490833,  B5Ve              ,0.008,407.695,Cyg
   Alp Mic,4.9,312.492083,-33.779722,  G7III             ,0.012,271.7966667,Mic
 55    Cyg,4.84,312.234583,46.114167,  B3Ia              ,0.017,191.8564706,Cyg
 18Ome Cap,4.11,312.955417,-26.919167,  M0-III-IIIbBa0.2  ,0.001,3261.56,Cap
   Bet Ind,3.65,313.7025,-58.454167,  K1II              ,-0.005,,Ind
  6Mu  Aqr,4.73,313.163333,-8.983333,  A3m               ,0.019,171.6610526,Aqr
 31    Vul,4.59,313.032083,27.096944,  G7IIIFe-1         ,0.036,90.59888889,Vul
 57    Cyg,4.78,313.311667,44.387222,  B5V               ,,,Cyg
 58Nu  Cyg,3.94,314.293333,41.167222,  A1Vn              ,0.01,326.156,Cyg
   Gam Mic,4.67,315.322917,-32.257778,  G6III             ,0.034,95.92823529,Mic
 59    Cyg,4.74,314.956667,47.521111,  B1ne              ,,,Cyg
 22Eta Cap,4.84,316.10125,-19.855,  A5V               ,0.055,59.30109091,Cap
 23The Cap,4.07,316.486667,-17.232778,  A1V               ,0.017,191.8564706,Cap
 62Xi  Cyg,3.72,316.232917,43.927778,  K4.5Ib-II         ,0.007,465.9371429,Cyg
 24    Cap,4.5,316.782083,-25.005833,  M0.5III           ,0.022,148.2527273,Cap
 63    Cyg,4.55,316.650417,47.648333,  K4Ib-IIa          ,0.008,407.695,Cyg
 13Nu  Aqr,4.51,317.39875,-11.371667,  G8III             ,0.017,191.8564706,Aqr
  5Gam Equ,4.69,317.585417,10.131667,  F0IIIp            ,0.028,116.4842857,Equ
 64Zet Cyg,3.2,318.234167,30.226944,  G8+III-IIIaBa0.6  ,0.027,120.7985185,Cyg
  7Del Equ,4.49,318.620417,10.006944,  F5V+G0V           ,0.058,56.2337931,Equ
 65Tau Cyg,3.72,318.697917,38.045556,  F2IV              ,0.055,59.30109091,Cyg
  8Alp Equ,3.92,318.955833,5.247778,  G0III+A5V         ,0.021,155.312381,Equ
   Eps Mic,4.71,319.484583,-32.1725,  A1V               ,0.033,98.83515152,Mic
   The Ind,4.39,319.966667,-53.449722,  A5V               ,0.043,75.85023256,Ind
 67Sig Cyg,4.23,319.354167,39.394722,  B9Iab             ,0.011,296.5054545,Cyg
 66Ups Cyg,4.43,319.479583,34.896944,  B2Vne             ,0.019,171.6610526,Cyg
   The1Mic,4.82,320.19,-40.809722,  ApCrEuSr          ,0.012,271.7966667,The1Mic
 68    Cyg,5,319.613333,43.945833,  O7.5III:n((f))    ,,,Cyg
  5Alp Cep,2.44,319.645,62.585556,  A7V               ,0.068,47.96411765,Cep
 32Iot Cap,4.28,320.561667,-16.834444,  G7IIIFe-1.5       ,0.033,98.83515152,Cap
  1    Peg,4.08,320.521667,19.804444,  K1III             ,0.014,232.9685714,Peg
   Gam Pav,4.22,321.610833,-65.366111,  F6V               ,0.111,29.38342342,Pav
 34Zet Cap,3.74,321.666667,-22.411389,  G4Ib              ,-0.01,,Cap
 36    Cap,4.51,322.180833,-21.807222,  G5III             ,0.023,141.8069565,Cap
  2    Peg,4.57,322.487083,23.638889,  M1+III            ,0.013,250.8892308,Peg
 22Bet Aqr,2.91,322.889583,-5.571111,  G0Ib              ,0.006,543.5933333,Aqr
  8Bet Cep,3.23,322.165,70.560833,  B1IV              ,0.014,232.9685714,Cep
 73Rho Cyg,4.02,323.495417,45.591944,  G8IIIFe-0.5       ,0.002,1630.78,Cyg
   Nu  Oct,3.76,325.36875,-77.39,  K0III             ,0.053,61.53886792,Oct
 72    Cyg,4.9,323.694167,38.534167,  K0.5III           ,0.012,271.7966667,Cyg
 39Eps Cap,4.68,324.27,-19.466111,  B2.5Vpe           ,,,Cap
 23Xi  Aqr,4.69,324.437917,-7.854167,  A7V               ,0.012,271.7966667,Aqr
 40Gam Cap,3.68,325.022917,-16.662222,  F0p               ,0.029,112.4675862,Cap
  9    Cep,4.73,324.48,62.081944,  B2Ib              ,-0.008,,Cep
 43Kap Cap,4.73,325.664583,-18.866389,  G8III             ,0.028,116.4842857,Cap
 80Pi 1Cyg,4.67,325.52375,51.189722,  B3IV              ,,,1Cyg
  9Iot PsA,4.34,326.236667,-33.025833,  A0V               ,0.041,79.5502439,PsA
  8Eps Peg,2.39,326.046667,9.875,  K2Ib              ,0.006,543.5933333,Peg
 78Mu 1Cyg,4.73,326.035833,28.742778,  F6V               ,0.049,66.56244898,1Cyg
  9    Peg,4.34,326.127917,17.35,  G5Ib              ,0.008,407.695,Peg
 10Kap Peg,4.13,326.16125,25.645,  F5IV              ,0.035,93.18742857,Peg
   Mu  Cep,4.08,325.876667,58.78,  M2-Ia             ,0.003,1087.186667,Cep
 11    Cep,4.56,325.480417,71.311389,  K1III             ,0.008,407.695,Cep
 49Del Cap,2.87,326.76,-16.127222,  Am                ,0.087,37.4891954,Cap
 10Nu  Cep,4.29,326.362083,61.120833,  A2Ia              ,0.013,250.8892308,Cep
 81Pi 2Cyg,4.23,326.698333,49.309444,  B3III             ,-0.001,,2Cyg
   Gam Gru,3.01,328.482083,-37.365,  B8III             ,0.013,250.8892308,Gru
   Del Ind,4.4,329.479583,-54.9925,  F0IV              ,0.02,163.078,Ind
          ,4.91,329.162917,63.625556,  M2Iaep+B8Ve       ,0.004,815.39,
   Eps Ind,4.69,330.84,-56.786111,  K4-5V             ,0.285,11.44407018,Ind
 31Omi Aqr,4.69,330.82875,-2.155278,  B7IVe             ,,,Aqr
   Lam Gru,4.46,331.52875,-39.543333,  K3III             ,0.013,250.8892308,Gru
 22Nu  Peg,4.84,331.42,5.058611,  K4III             ,0.014,232.9685714,Peg
 34Alp Aqr,2.96,331.445833,-0.319722,  G2Ib              ,0.012,271.7966667,Aqr
 17Xi  Cep,4.29,330.9475,64.627778,  A3/6Vm            ,0.032,101.92375,Cep
 33Iot Aqr,4.27,331.609167,-13.869722,  B9IV-V            ,,,Aqr
   Alp Gru,1.74,332.058333,-46.961111,  B7IV              ,0.057,57.22035088,Gru
 24Iot Peg,3.76,331.752917,25.345,  F5V               ,0.082,39.77512195,Peg
 14Mu  PsA,4.5,332.095833,-32.988611,  A2V               ,0.03,108.7186667,PsA
   Ups PsA,4.99,332.108333,-34.043889,  M1III             ,0.009,362.3955556,PsA
 15Tau PsA,4.92,332.536667,-32.548333,  F6V               ,0.053,61.53886792,PsA
 26The Peg,3.53,332.55,6.197778,  A2Vp              ,0.049,66.56244898,Peg
 29Pi 2Peg,4.29,332.496667,33.178333,  F5III             ,0.007,465.9371429,2Peg
 21Zet Cep,3.35,332.71375,58.201111,  K1.5Ib            ,0.017,191.8564706,Cep
 24    Cep,4.79,332.451667,72.341111,  G7II-III          ,0.017,191.8564706,Cep
          ,4.49,333.469583,39.715,  K3III             ,0.02,163.078,
   Mu 1Gru,4.79,333.90375,-41.346667,  G8III+G           ,0.009,362.3955556,1Gru
 23Eps Cep,4.19,333.758333,57.043611,  F0IV              ,0.041,79.5502439,Cep
  1    Lac,4.13,333.9925,37.748889,  K3-II-III         ,0.003,1087.186667,Lac
 43The Aqr,4.16,334.208333,-7.783333,  G8III-IV          ,0.021,155.312381,Aqr
   Alp Tuc,2.86,334.625417,-60.259722,  K3III             ,0.026,125.4446154,Tuc
 48Gam Aqr,3.84,335.414167,-1.387222,  A0V               ,0.046,70.90347826,Aqr
 32    Peg,4.81,335.330417,28.330556,  B9III             ,0.023,141.8069565,Peg
  2    Lac,4.57,335.256667,46.536667,  B6V               ,0.04,81.539,Lac
  3Bet Lac,4.43,335.89,52.229167,  G8.5IIIbCa1       ,0.021,155.312381,Lac
 52Pi  Aqr,4.66,336.319167,1.3775,  B1Ve              ,,,Aqr
   Del Tuc,4.48,336.833333,-64.966389,  B9.5V             ,,,Tuc
  4    Lac,4.57,336.129167,49.476389,  B9Iab             ,0.003,1087.186667,Lac
 35    Peg,4.79,336.964583,4.695556,  K0III             ,0.025,130.4624,Peg
   Del1Gru,3.97,337.3175,-43.495556,  G6-8III           ,0.024,135.8983333,Del1Gru
 55Zet1Aqr,4.59,337.207083,-0.020278,  F6IV              ,0.022,148.2527273,55Zet1Aqr
 55Zet2Aqr,4.42,337.20875,-0.02,  F3V               ,0.022,148.2527273,55Zet2Aqr
   Del2Gru,4.11,337.439583,-43.749444,  M4.5IIIa          ,-0.005,,Del2Gru
 27Del Cep,3.75,337.292917,58.415278,  F5Ib-G2Ib         ,0.011,296.5054545,Cep
  5    Lac,4.36,337.3825,47.706944,  M0II+B8V          ,0.006,543.5933333,Lac
 57Sig Aqr,4.82,337.661667,-10.678056,  A0IV s            ,0.021,155.312381,Aqr
 17Bet PsA,4.29,337.87625,-32.346111,  A0V               ,0.021,155.312381,PsA
  6    Lac,4.51,337.622083,43.123333,  B2IV              ,,,Lac
   Nu  Tuc,4.81,338.250417,-61.982222,  M4III             ,0.007,465.9371429,Tuc
  7Alp Lac,3.77,337.822917,50.2825,  A1V               ,0.04,81.539,Lac
 62Eta Aqr,4.02,338.839167,-0.1175,  B9IV-Vn           ,0.025,130.4624,Aqr
  9    Lac,4.63,339.343333,51.545278,  A8IV              ,0.022,148.2527273,Lac
 10    Lac,4.88,339.815417,39.050278,  O9V               ,,,Lac
 18Eps PsA,4.17,340.164167,-27.043611,  B8V               ,,,PsA
   Bet Oct,4.15,341.51375,-81.381667,  A9IV-V            ,,,Oct
 11    Lac,4.46,340.12875,44.276389,  K2+III-IIIb       ,0.01,326.156,Lac
 42Zet Peg,3.4,340.365417,10.831389,  B8V               ,0.023,141.8069565,Peg
   Bet Gru,2.1,340.667083,-46.884722,  M5III             ,0.008,407.695,Gru
 43Omi Peg,4.79,340.439167,29.3075,  A1IV              ,0.024,135.8983333,Peg
   Rho Gru,4.85,340.875,-41.414444,  K0III             ,0.03,108.7186667,Gru
 66    Aqr,4.69,340.897083,-18.830278,  K4III             ,0.013,250.8892308,Aqr
 44Eta Peg,2.94,340.750417,30.221389,  G2II-III+F0V      ,0.017,191.8564706,Peg
   Eta Gru,4.85,341.407917,-53.500278,  K2IIICNIV         ,0.005,652.312,Gru
 46Xi  Peg,4.19,341.673333,12.172778,  F6III-IV          ,0.052,62.72230769,Peg
 47Lam Peg,3.95,341.632917,23.565556,  G8IIIa*           ,0.042,77.65619048,Peg
   Eps Gru,3.49,342.13875,-51.316944,  A3V               ,0.044,74.12636364,Gru
 71Tau2Aqr,4.01,342.397917,-13.5925,  M0III             ,0.021,155.312381,71Tau2Aqr
 48Mu  Peg,3.48,342.500833,24.601667,  G8+III            ,0.04,81.539,Peg
 32Iot Cep,3.52,342.42,66.200556,  K0-III            ,0.041,79.5502439,Cep
 22Gam PsA,4.46,343.131667,-32.875556,  A0III*            ,0.043,75.85023256,PsA
 73Lam Aqr,3.74,343.15375,-7.579722,  M2.5IIIaFe-1      ,0.017,191.8564706,Aqr
 15    Lac,4.94,343.008333,43.3125,  M0III             ,0.021,155.312381,Lac
          ,4.74,341.870833,83.153889,  K3III             ,-0.018,,
 76Del Aqr,3.27,343.6625,-15.820833,  A3V               ,0.038,85.83052632,Aqr
 50Rho Peg,4.9,343.807083,8.815833,  A1V               ,0.006,543.5933333,Peg
 23Del PsA,4.21,343.987083,-32.539722,  G8III             ,0.021,155.312381,PsA
          ,4.95,344.108333,49.733611,  K5Ib              ,-0.001,,
 24Alp PsA,1.16,344.412917,-29.622222,  A3V               ,0.149,21.88966443,PsA
   Zet Gru,4.12,345.22,-52.754167,  G8-K0III          ,0.039,83.62974359,Gru
          ,4.71,343.603333,84.346111,  K4III             ,0.001,3261.56,
          ,5,345.02125,56.945278,  G40               ,0.002,1630.78,
  1Omi And,3.62,345.480417,42.326111,  B6IIIpe+A2p       ,0.015,217.4373333,And
  4Bet Psc,4.53,345.969167,3.82,  B6Ve              ,,,Psc
 53Bet Peg,2.42,345.94375,28.082778,  M2.5II-III        ,0.022,148.2527273,Peg
  3    And,4.65,346.045833,50.052222,  K0IIIbFe-0.5      ,0.004,815.39,And
 54Alp Peg,2.49,346.190417,15.205278,  B9V               ,0.038,85.83052632,Peg
   The Gru,4.28,346.72,-43.520556,  F5mDel Del        ,0.017,191.8564706,Gru
 86    Aqr,4.47,346.670417,-23.743056,  G9III             ,0.028,116.4842857,Aqr
 55    Peg,4.52,346.75125,9.409444,  M1IIIab           ,0.016,203.8475,Peg
 56    Peg,4.76,346.778333,25.468333,  G8Ib              ,0.006,543.5933333,Peg
  1    Cas,4.85,346.65375,59.419722,  B0.5IV            ,,,Cas
 88    Aqr,3.66,347.361667,-21.1725,  K1III             ,0.01,326.156,Aqr
 89    Aqr,4.69,347.478333,-22.4575,  G2IV+A2V          ,0.04,81.539,Aqr
 33Pi  Cep,4.41,346.974583,75.3875,  G2III             ,0.006,543.5933333,Cep
   Iot Gru,3.9,347.59,-45.246667,  K1III             ,0.03,108.7186667,Gru
  7    And,4.52,348.1375,49.406389,  F0V               ,0.051,63.95215686,And
 90Phi Aqr,4.22,348.580833,-6.048889,  M1.5III           ,0.01,326.156,Aqr
 91Psi1Aqr,4.21,348.972917,-9.087778,  K0III             ,0.049,66.56244898,91Psi1Aqr
   Gam Tuc,3.99,349.3575,-58.235833,  F1III             ,0.043,75.85023256,Tuc
  6Gam Psc,3.69,349.29125,3.282222,  G9-III:Fe-2       ,0.036,90.59888889,Psc
 93Psi2Aqr,4.39,349.475833,-9.1825,  B5V               ,,,93Psi2Aqr
  8    And,4.85,349.43625,49.015278,  M2+IIIBa0.3       ,0.011,296.5054545,And
   Gam Scl,4.41,349.705833,-32.531944,  K1III             ,0.043,75.85023256,Scl
 95Psi3Aqr,4.98,349.740417,-9.610833,  A0V               ,0.012,271.7966667,95Psi3Aqr
 34Omi Cep,4.75,349.65625,68.111667,  K0III             ,0.024,135.8983333,Cep
 62Tau Peg,4.6,350.159167,23.740278,  A5Vp              ,0.037,88.15027027,Peg
 98    Aqr,3.97,350.7425,-20.100556,  K0III             ,0.036,90.59888889,Aqr
  4    Cas,4.98,351.209583,62.282778,  M1III             ,0.007,465.9371429,Cas
 68Ups Peg,4.4,351.345,23.404167,  F8III             ,0.036,90.59888889,Peg
 99    Aqr,4.39,351.511667,-20.641944,  K5III             ,0.007,465.9371429,Aqr
  8Kap Psc,4.94,351.733333,1.255556,  A0pCrSi:Sr:       ,0.04,81.539,Psc
 10The Psc,4.28,351.992083,6.378889,  K1III             ,0.016,203.8475,Psc
 70    Peg,4.55,352.28875,12.760556,  G7+III            ,0.016,203.8475,Peg
          ,4.91,352.508333,58.548889,  B3IV              ,0.006,543.5933333,
   Bet Scl,4.37,353.242917,-37.818333,  B9.5IVpHgMnEu     ,,,Scl
101    Aqr,4.71,353.319167,-20.914444,  A1n               ,0,,Aqr
 72    Peg,4.98,353.488333,31.325278,  K4IIIb            ,0.018,181.1977778,Peg
   Iot Phe,4.71,353.769167,-42.615,  A2VpSrCrEu        ,0.005,652.312,Phe
          ,4.74,354.4625,-45.4925,  A2V               ,0.016,203.8475,
 16Lam And,3.82,354.39125,46.458056,  G8III-IV          ,0.05,65.2312,And
 17Iot And,4.29,354.534167,43.268056,  B8V               ,0.011,296.5054545,And
102Ome1Aqr,5,354.94625,-14.221667,  F0IV              ,0.016,203.8475,102Ome1Aqr
 17Iot Psc,4.13,354.9875,5.626389,  F7V               ,0.075,43.48746667,Psc
 35Gam Cep,3.21,354.836667,77.6325,  K1III-IV          ,0.064,50.961875,Cep
 19Kap And,4.14,355.102083,44.333889,  B9IVn             ,0.018,181.1977778,And
104    Aqr,4.82,355.440833,-17.816389,  G0Ib-II           ,-0.009,,Aqr
 18Lam Psc,4.5,355.511667,1.78,  A7V               ,0.028,116.4842857,Psc
105Ome2Aqr,4.49,355.680417,-14.545,  B9.5V             ,0.041,79.5502439,105Ome2Aqr
 78    Peg,4.93,355.997917,29.361667,  K0III             ,0.018,181.1977778,Peg
 20Psi And,4.95,356.50875,46.420278,  G5Ib+A0V          ,0.001,3261.56,And
  5Tau Cas,4.87,356.764583,58.651944,  K1IIIa            ,0.014,232.9685714,Cas
   Del Scl,4.57,357.231667,-28.130278,  A0V               ,0.039,83.62974359,Scl
  7Rho Cas,4.54,358.595833,57.499444,  G20e              ,0.023,141.8069565,Cas
   Eta Tuc,5,359.396667,-64.298333,  A1V               ,0.036,90.59888889,Tuc
