Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
 37Del Cas,2.68,21.454167,60.235278,  A5III-IV          ,0.037,88.15027027,Cas
          ,5.91,21.085833,-6.914722,  F3V               ,0.023,141.8069565,
          ,6.14,21.165833,-15.660278,  G5                ,,,
          ,6.15,21.202917,-2.848611,  G8III             ,,,
          ,6.18,21.39875,23.511667,  F5III             ,,,
          ,5.42,21.17,-41.4925,  K0III             ,-0.012,,
          ,5.96,21.5775,43.457778,  F7V               ,,,
          ,6.31,21.53625,34.579722,  F7V               ,,,
          ,6.26,21.174583,-44.528333,  K1II              ,,,
 46    Cet,4.9,21.405,-14.598889,  K2.5IIIb          ,0.007,465.9371429,Cet
 93Rho Psc,5.38,21.56375,19.172222,  F2V:              ,0.038,85.83052632,Psc
 94    Psc,5.5,21.67375,19.240278,  K1III             ,0.013,250.8892308,Psc
          ,6.27,21.775833,34.3775,  F7IVb vs          ,,,
          ,6.41,21.61375,-0.398611,  K0IV              ,0.023,141.8069565,
 48Ome And,4.83,21.914167,45.406667,  F5IV              ,0.03,108.7186667,And
          ,6.46,21.860833,41.100556,  A7m               ,,,
          ,6.58,21.722917,3.535278,  B9V+A8V           ,-0.016,,
          ,5.93,21.272083,-64.369444,  K5III             ,,,
 47    Cet,5.66,21.715,-13.056667,  F0IIIDel Del      ,,,Cet
          ,6.6,21.945833,40.335556,  A0III             ,,,
          ,5.79,21.742083,-32.543056,  C6II              ,,,
  1Alp UMi,2.02,37.952917,89.264167,  F7:Ib-II          ,0.007,465.9371429,UMi
          ,6.13,21.944167,-10.901667,  K4III-IV          ,,,
          ,6.2,22.095417,7.961389,  K1III             ,,,
 38    Cas,5.81,22.8075,70.264722,  F6V               ,0.039,83.62974359,Cas
          ,6.14,22.717917,66.098056,  A2V s             ,-0.001,,
   Gam Phe,3.41,22.09125,-43.318333,  M0-IIIa           ,0,,Phe
 49    And,5.27,22.525833,47.007222,  K0III             ,0.015,217.4373333,And
          ,6.58,22.180417,-33.763611,  F0IV              ,,,
 97    Psc,6.02,22.470417,18.355556,  A4IV              ,,,Psc
 48    Cet,5.12,22.400417,-21.629444,  A1V               ,0.028,116.4842857,Cet
 98Mu  Psc,4.84,22.54625,6.143889,  K4III             ,0.018,181.1977778,Psc
          ,6.31,22.376667,-46.756389,  M2III             ,,,
          ,5.93,22.595417,-26.207778,  K4III             ,,,
 99Eta Psc,3.62,22.870833,15.345833,  G7IIIa            ,0.015,217.4373333,Psc
          ,6.39,23.031667,34.8,  B7IIIpHgMn        ,,,
          ,5.7,23.3575,58.3275,  K0Ib+B9V          ,,,
   Del Phe,3.95,22.812917,-49.072778,  K0III             ,0.031,105.2116129,Phe
          ,5.82,22.930417,-30.283333,  K0III             ,,,
 39Chi Cas,4.71,23.482917,59.231944,  G9IIIb            ,0.021,155.312381,Cas
          ,6.17,22.912917,-45.575556,  A2V               ,,,
          ,6.59,23.264583,-9.014722,  A0III             ,,,
          ,5.51,23.233333,-36.865278,  K0III             ,0.007,465.9371429,
          ,5.88,23.569167,37.237222,  B9IV              ,0.018,181.1977778,
          ,6.28,23.15125,-49.727778,  F4V               ,,,
          ,5.76,23.42875,-7.025278,  G2IV              ,,,
          ,6.58,24.34375,74.300833,  B9Ve              ,,,
          ,5.89,23.704583,18.460556,  M2IIIab           ,,,
 49    Cet,5.63,23.6575,-15.676111,  A3V               ,,,Cet
          ,6.38,23.96875,41.076389,  K1III             ,,,
          ,6.12,23.71125,-31.892222,  K0-1III           ,,,
          ,5.92,24.113333,48.722778, gK1                ,,,
101    Psc,6.22,23.943333,14.661389,  B9.5III           ,,,Psc
 40    Cas,5.28,24.62875,73.04,  G8III             ,0.017,191.8564706,Cas
          ,5.8,23.978333,17.433611,  F0IV              ,,,
 50Ups And,4.09,24.199167,41.405556,  F8V               ,0.062,52.60580645,And
 50    Cet,5.42,23.995833,-15.400278,  K2IIIaBa0.2CN1    ,,,Cet
          ,6.01,23.813333,-58.139444,  F2V               ,0.011,296.5054545,
          ,5.56,24.531667,57.9775,  G5II              ,,,
   Tau Scl,5.69,24.035,-29.9075,  F2V               ,0.025,130.4624,Scl
102Pi  Psc,5.57,24.274583,12.141667,  F0V               ,,,Psc
 51    And,3.57,24.498333,48.628333,  K3-III            ,0.021,155.312381,And
          ,6.36,24.632083,45.4,  B9pCrEu           ,,,
          ,6.24,24.407083,-9.403889,  F7V               ,0.024,135.8983333,
          ,6.11,23.413333,-78.504722,  K0III             ,,,
          ,6.18,24.186667,-58.270833,  M3III             ,,,
 52Chi And,4.98,24.8375,44.386111,  G8III             ,0.009,362.3955556,And
          ,6.39,25.054583,53.868333,  K5III             ,,,
          ,5.94,24.614167,-36.528333,  K0IV              ,,,
   Alp Eri,0.46,24.42875,-57.236667,  B3Vpe             ,0.026,125.4446154,Eri
          ,5.58,24.715833,-21.275278,  A4n               ,,,
          ,6.7,24.708333,-25.021944,  B9Vn              ,,,
105    Psc,5.97,24.92,16.405833,  K2III             ,,,Psc
          ,5.61,25.165833,43.297778,sgA9                ,,,
 53Tau And,4.94,25.145,40.576944,  B8III             ,,,And
 43    Cas,5.59,25.585417,68.043056,  A0pSiSr           ,,,Cas
          ,6.84,24.700833,-53.438889,  F5IV-V            ,,,
 42    Cas,5.18,25.732917,70.6225,  B9V               ,0.004,815.39,Cas
          ,6.71,25.5125,61.038333,  B8IIIpSi          ,,,
          ,6.37,25.574167,58.627778,  B8III             ,,,
          ,4.95,25.446667,42.613611,  G1.5V             ,0.081,40.26617284,
          ,6.17,25.326667,25.745833,  F2III             ,0.023,141.8069565,
          ,5.99,25.413333,30.047222,  K0III             ,,,
          ,5.87,24.9475,-56.198056,  K0V               ,0.152,21.45763158,
          ,5.76,24.949167,-56.194722,  K5V               ,0.152,21.45763158,
          ,6.34,25.743333,61.421667,  B7II              ,,,
106Nu  Psc,4.44,25.357917,5.4875,  K3IIIbBa0.1       ,0.041,79.5502439,Psc
          ,5.64,25.514583,35.245556,  B9IV-V            ,,,
 44    Cas,5.78,25.832083,60.551111,  B8IIIn            ,,,Cas
          ,5.75,25.43625,-11.324722,  F5V+F7V           ,0.035,93.18742857,
107    Psc,5.24,25.624167,20.268611,  K1V               ,0.119,27.40806723,Psc
          ,6.17,25.36375,-38.133056,  F2V               ,,,
          ,6.34,25.81875,45.322222,  K2IV              ,,,
   Phi Per,4.07,25.915,50.688611,  B2Vep             ,0.025,130.4624,Per
   Pi  Scl,5.25,25.535833,-32.326944,  K0III             ,-0.005,,Scl
          ,5.72,25.5125,-36.8325,  A1V               ,,,
          ,6.21,26.074583,57.536389,  A3V               ,-0.003,,
          ,4.99,25.68125,-3.690278,  K3II-III          ,0.009,362.3955556,
          ,6.64,25.42125,-50.038889,  A3V               ,,,
          ,6.25,26.192083,57.089167,  A2V               ,,,
          ,6.34,25.958333,32.191667,  G8III-IV          ,,,
          ,6.35,26.110417,46.139722,  K5III             ,,,
          ,5.71,25.45,-60.789444,  K2-3III           ,,,
          ,5.52,25.622083,-53.740556,  F9V               ,,,
          ,6.19,25.978333,-4.765556,  K0                ,,,
109    Psc,6.27,26.2325,20.083056,  G3Va              ,0.027,120.7985185,Psc
 52Tau Cet,3.5,26.017083,-15.9375,  G8V               ,0.275,11.86021818,Cet
110Omi Psc,4.26,26.348333,9.157778,  G8III             ,0.023,141.8069565,Psc
          ,5.63,26.936667,63.852222,  K0V               ,0.107,30.48186916,
          ,5.87,24.481667,-82.975,  G2V               ,,,
          ,5.34,26.497083,-5.733333,  K4III             ,,,
   Eps Scl,5.31,26.411667,-25.0525,  F1V               ,0.037,88.15027027,Scl
          ,6.55,26.647083,17.413056,  A9III             ,,,
   Tau1Hyi,6.33,25.33875,-79.148333,  G6-8III           ,,,Tau1Hyi
          ,6.39,26.504167,-27.349167,  F2Vn              ,,,
          ,6.32,26.95,46.229722,  F6V               ,,,
          ,5.49,26.524167,-50.816389,  M3III             ,-0.023,,
          ,5.04,26.52625,-53.521944,  A1V               ,0.023,141.8069565,
          ,5.94,27.162083,37.952778,  K0III             ,,,
  4    Ari,5.84,27.045417,16.955556,  B9.5V             ,,,Ari
          ,5.79,27.173333,32.690278,  F8V               ,0.038,85.83052632,
          ,6.18,26.82,-41.76,  K5-M0III          ,,,
          ,5.69,24.366667,-84.769722,  G8III             ,,,
          ,5.82,27.315417,47.896944,  A3V               ,0.008,407.695,
          ,5.91,27.108333,3.685556,  G9III             ,,,
          ,6.32,26.949167,-37.159722,  K0III             ,,,
          ,5.9,27.737917,51.933333,  F5IV              ,,,
  1    Ari,5.86,27.535417,22.275278,  K1III+A6V         ,0.017,191.8564706,Ari
 53Chi Cet,4.67,27.39625,-10.686389,  F3III             ,0.046,70.90347826,Cet
          ,6.34,27.33125,-31.072778,  K2-3III           ,,,
  1    Per,5.52,27.997083,55.1475,  B1.5V             ,,,Per
          ,5.94,27.716667,11.043333,  F2V w             ,,,
          ,6.37,27.453333,-38.403889,  F8V               ,0.022,148.2527273,
  2    Per,5.79,28.039167,50.792778,  B9IIIpHgMn        ,,,Per
          ,6.14,27.584167,-47.816389,  K1IV              ,,,
          ,6.26,28.211667,51.474722,  A3V               ,,,
 55Zet Cet,3.73,27.865,-10.335,  K0IIIBa0.1        ,0.031,105.2116129,Cet
          ,6.45,28.452083,55.598056,  A5m               ,,,
          ,5.94,27.727083,-50.206111,  A1Vp              ,,,
 45Eps Cas,3.38,28.59875,63.67,  B3III             ,0.01,326.156,Cas
 55    And,5.4,28.322083,40.729722, gK1                ,0.006,543.5933333,And
  2Alp Tri,3.41,28.270417,29.578889,  F6IV              ,0.057,57.22035088,Tri
  5Gam1Ari,4.83,28.3825,19.295833,  B9V               ,0.026,125.4446154,5Gam1Ari
  5Gam2Ari,4.75,28.3825,19.293611,  A1pSi             ,0.026,125.4446154,5Gam2Ari
          ,5.8,28.217083,-16.929167,  F0IIIn            ,,,
 46Ome Cas,4.99,29,68.685278,  B8III             ,,,Cas
111Xi  Psc,4.62,28.38875,3.1875,  K0III             ,0.005,652.312,Psc
   Tau2Hyi,6.06,26.94375,-80.176667,  F0IV              ,,,Tau2Hyi
          ,6.24,28.724167,40.701944,  K2                ,,,
          ,6.26,28.739583,37.128333,  K0                ,,,
  6Bet Ari,2.64,28.66,20.808056,  A5V               ,0.074,44.07513514,Ari
          ,6.1,28.346667,-38.594722,  K1II              ,,,
   Psi Phe,4.41,28.411667,-46.3025,  M4III             ,0.011,296.5054545,Phe
          ,5.89,28.976667,37.277778, gM0                ,,,
 56    And,5.67,29.03875,37.251667,  K0III             ,,,And
   Phi Phe,5.11,28.591667,-42.496944,  A3V               ,,,Phe
  7    Ari,5.74,28.9625,23.577222,  K1III             ,,,Ari
          ,6.01,28.974167,1.849722,  F7V+G0V           ,0.025,130.4624,
          ,6.02,29.63875,61.698056,  B5III             ,,,
          ,6.78,29.485,41.694444,  B8III             ,,,
  8Iot Ari,5.1,29.337917,17.8175,  K1p               ,,,Ari
          ,5.82,29.4325,27.804444,  M2III             ,,,
 56    Cet,4.85,29.1675,-22.526944,  K4III             ,-0.012,,Cet
   Chi Eri,3.7,28.989583,-51.608889,  G8IIIbCNIV        ,0.058,56.2337931,Eri
          ,5.26,29.908333,64.621389,  A0Vn              ,,,
  3    Per,5.69,29.64,49.204167,  K0IV              ,,,Per
  9Lam Ari,4.79,29.482083,23.596111,  F0V               ,0.028,116.4842857,Ari
   Eta2Hyi,4.69,28.73375,-67.647222,  G8.5III           ,,,Eta2Hyi
          ,6.06,28.943333,-60.861389,  F0IV-V            ,,,
          ,6.04,30.738333,77.916389,  K0                ,,,
          ,6.1,29.250417,-51.766111,  F6-7V             ,0.056,58.24214286,
          ,4.83,29.291667,-47.385,  G8III             ,0.021,155.312381,
 48    Cas,4.54,30.489167,70.906944,  A3IV              ,0.035,93.18742857,Cas
          ,6.35,29.61125,-33.066667,  K0III             ,,,
          ,5.87,29.89875,21.058333,  K0III-IV          ,,,
          ,6.09,29.857917,12.294722,  A6V               ,,,
          ,6.23,30.79375,73.850556,  A5III             ,0.004,815.39,
 50    Cas,3.98,30.85875,72.421389,  A2V               ,,,Cas
 47    Cas,5.38,31.280833,77.281389,  F0Vn              ,0.028,116.4842857,Cas
112    Psc,5.88,30.038333,3.097222,  G2IV              ,0.034,95.92823529,Psc
 57    Cet,5.41,29.942083,-20.824444,  M1III             ,,,Cet
          ,6.37,29.473333,-65.424722,  G8II-III          ,,,
 59Ups Cet,4,30.00125,-21.077778,  M0III             ,0.007,465.9371429,Cet
 52    Cas,6,30.719583,64.901389,  A1Vn              ,,,Cas
          ,5.51,30.112083,-8.523611,  M3III             ,,,
          ,5.57,29.911667,-42.030556,  K1III             ,0.018,181.1977778,
 53    Cas,5.58,30.75125,64.39,  B8Ib              ,,,Cas
  4    Per,5.04,30.575417,54.4875,  B8III             ,,,Per
   Alp Hyi,2.86,29.6925,-61.569722,  F0V               ,0.048,67.94916667,Hyi
 49    Cas,5.22,31.38,76.115,  G8III             ,0.022,148.2527273,Cas
   Sig Hyi,6.16,28.960417,-78.348333,  F5-6IV-V          ,,,Hyi
   Pi  For,5.35,30.31125,-30.001667,  G5III             ,0.017,191.8564706,For
113Alp Psc,5.23,30.511667,2.763611,  A3m               ,0.005,652.312,Psc
113Alp Psc,4.33,30.511667,2.763611,  A0pSiSr           ,0.005,652.312,Psc
          ,6.05,32.355417,81.295833,  A1V               ,,,
          ,6.52,31.167083,65.103333,  A0V               ,,,
  3Eps Tri,5.5,30.741667,33.283889,  A2V               ,0.01,326.156,Tri
          ,6.1,29.92125,-66.066389,  K1III             ,,,
          ,5.94,30.646667,13.476667,  M2III             ,,,
   Chi Phe,5.14,30.426667,-44.713611,  K5III             ,-0.019,,Phe
 57Gam1And,2.26,30.975,42.329722,  K3-IIb            ,0.013,250.8892308,57Gam1And
          ,6.48,34.215417,57.055278,  B1Iab             ,,,
 57Gam2And,4.84,30.977917,42.330833,  B8V+A0V           ,0.013,250.8892308,57Gam2And
 10    Ari,5.63,30.91375,25.935556,  F8IV              ,0.025,130.4624,Ari
          ,6.42,30.617083,-29.665,  A3III             ,,,
 60    Cet,5.43,30.79875,0.128333,  A5III             ,,,Cet
          ,5.86,30.744167,-15.305833,  G3IV              ,,,
          ,6.21,30.9275,18.253333, gK4                ,,,
 61    Cet,5.93,30.950833,-0.340278,  G5II-III+G5V      ,,,Cet
          ,5.62,30.91875,-4.103611,  K5I:              ,,,
   Nu  For,4.69,31.1225,-29.296944,  B9.5pSi           ,,,For
 12Kap Ari,5.03,31.64125,22.648333,  A2m               ,,,Ari
          ,6.31,31.55125,8.2475,  M2III:            ,,,
 11    Ari,6.15,31.705,25.704722,  B9IV-Vn           ,,,Ari
          ,6.28,31.622083,0.035,  K0                ,,,
 13Alp Ari,2,31.793333,23.4625,  K2-IIICa-1        ,0.049,66.56244898,Ari
          ,5.67,32.16875,58.423611,  A1Ia              ,,,
          ,6.42,32.14,44.459444,  G8III-IV          ,,,
 58    And,4.82,32.122083,37.859167,  A5IV-V            ,0.006,543.5933333,And
          ,6.31,32.5325,53.843056,  G8III             ,,,
  4Bet Tri,3,32.385833,34.987222,  A5III             ,0.022,148.2527273,Tri
 14    Ari,4.98,32.355417,25.939722,  F2III             ,,,Ari
          ,6.43,32.34625,17.224444,  F5V               ,,,
          ,6.1,32.190417,-17.779444,  M2III             ,,,
          ,6.29,33.338333,74.027778,  G8III             ,,,
  5    Per,6.36,32.870833,57.645833,  B5Ia              ,,,Per
 59    And,5.63,32.72,39.039444,  B9V               ,0.01,326.156,And
 59    And,6.1,32.72375,39.043056,  A1Vn              ,0.01,326.156,And
          ,6.48,32.395,-24.345833,  F4III             ,,,
 15    Ari,5.7,32.656667,19.500278,  M3IIIab           ,,,Ari
          ,5.85,32.28875,-43.516667,  K1III             ,,,
 16    Ari,6.02,32.8,25.936944, gK4                ,,,Ari
  5    Tri,6.23,32.854167,31.526389,  A1m               ,,,Tri
 64    Cet,5.63,32.837917,8.569722,  G0IV              ,0.034,95.92823529,Cet
          ,6.32,32.520417,-43.815556,  G8III             ,,,
          ,6.12,32.606667,-50.824444,  K1V               ,0.09,36.23955556,
          ,6.01,32.8425,-10.052222,  F5V               ,,,
 63    Cet,5.93,32.899167,-1.825278, gG9                ,,,Cet
 55    Cas,6.07,33.62125,66.524444,  G0II-III+B9V      ,,,Cas
          ,6.44,33.422917,58.561111,  A3Iab             ,,,
  6    Tri,4.94,33.092917,30.303056,  G5III+F5V         ,0.004,815.39,Tri
 60    And,4.83,33.305417,44.231667,  K3.5IIIBa0.5:     ,,,And
          ,5.96,33.15625,24.167778,  K0                ,,,
          ,5.31,33.40125,51.065833,  G8III:            ,0.009,362.3955556,
 17Eta Ari,5.27,33.200417,21.210833,  F5V               ,,,Ari
          ,6.06,33.510833,47.484167,  F4V               ,0.036,90.59888889,
 19    Ari,5.71,33.26375,15.279722,  M0III             ,,,Ari
 65Xi 1Cet,4.37,33.25,8.846667,  G6II-IIICN-2      ,0.022,148.2527273,1Cet
 66    Cet,5.54,33.197917,-2.393611,  F8V               ,0.045,72.47911111,Cet
          ,5.86,33.25375,-21.000278,  G9III             ,,,
   Mu  For,5.28,33.227083,-30.723889,  B9V               ,0.064,50.961875,For
          ,6.33,33.99125,47.811389,  G9III-IV          ,,,
  7    Tri,5.28,33.984167,33.358889,  A0V               ,,,Tri
 20    Ari,5.79,33.941667,25.783056,  F6IV-V            ,,,Ari
 21    Ari,5.58,33.928333,25.043056,  F6V               ,0.015,217.4373333,Ari
          ,6.55,33.867917,-9.465556,  A0V               ,,,
          ,5.91,33.633333,-41.166667,  G8III             ,,,
  8Del Tri,4.87,34.263333,34.224167,  G0.5V             ,0.093,35.07053763,Tri
  8    Per,5.75,34.499583,57.899722,  K3III             ,,,Per
  7    Per,5.98,34.51875,57.516667,  G7III             ,,,Per
          ,6.7,34.389167,44.306944,  M7-8Se            ,,,
  9Gam Tri,4.01,34.32875,33.847222,  A1Vnn             ,0.039,83.62974359,Tri
          ,6.55,34.293333,23.767778,  G9III             ,,,
 67    Cet,5.51,34.245833,-6.422222,  G8.5III           ,,,Cet
   Pi 1Hyi,5.55,33.56125,-67.841667,  M1III             ,0.013,250.8892308,1Hyi
          ,6.6,35.05375,64.337222,  B9.5V             ,,,
 22The Ari,5.62,34.53125,19.901111,  A1Vn              ,,,Ari
 62    And,5.3,34.82,47.38,  A1V               ,0.015,217.4373333,And
          ,6.21,34.795417,46.4725,  A4V               ,,,
          ,5.58,34.505833,1.757778,  G0.5IVb           ,0.038,85.83052632,
          ,6.37,34.844583,48.955278,  F4V               ,,,
   Phi Eri,3.56,34.1275,-51.512222,  B8V-IV            ,,,Eri
 10    Tri,5.03,34.7375,28.6425,  A2V               ,,,Tri
          ,6.46,34.741667,23.167778,  A1V+F3III         ,,,
          ,6.63,34.905417,39.835,  B8V               ,,,
   Pi 2Hyi,5.69,33.86875,-67.746389,  K2III             ,,,2Hyi
          ,6.11,35.1725,47.310833,  B5V               ,,,
          ,6.47,35.018333,30.188333,  K0                ,,,
 68Omi Cet,3.04,34.83625,-2.9775,  M7IIIe+Bep        ,0.024,135.8983333,Cet
 63    And,5.59,35.2425,50.151389,  B9pSi             ,,,And
          ,6.34,34.74375,-25.945556,  G5V               ,0.089,36.64674157,
          ,6.5,34.92,-4.345556,  A3V               ,,,
